4.808061244541116608e+00,5.313620283206122785e+00
-2.194814525346641676e-01,3.469976153594940271e+00
4.317363600051073114e+00,3.154934328106683838e-01
1.162169827867291394e+00,3.629987301400272592e+00
5.343942717228525652e+00,7.359237971158044900e+00
4.699382571874437531e+00,-1.188252909370014931e+00
6.907407804151764807e+00,6.242297301729901271e+00
5.119844651439857230e+00,4.916537268372572100e+00
4.073147671885132937e+00,4.683692359725039056e-02
4.384471437461161969e+00,5.259343783212366397e+00
-5.210560191554047815e-01,5.183153157862665950e+00
6.420521995302116203e+00,5.692094062620699724e+00
5.390964291034657796e-01,3.852439257849063381e+00
7.388108797292628260e+00,6.708329737859304309e+00
-7.255015027278131079e-01,4.673834027656884160e+00
4.400274928068239610e+00,6.246013696153431383e+00
-1.027984857796099494e+00,3.705034298783327795e+00
7.232275394829610349e+00,6.130459206149302176e+00
4.775708652056386838e-01,2.304758439654023494e+00
6.080604653292531303e+00,6.667832991339866844e+00
5.845492685777375463e+00,5.451002428881850825e+00
3.584731481720019097e+00,1.048716586940538820e+00
-1.173279350305026503e+00,3.406135783022842034e+00
5.721206625392738943e+00,1.702533779113039492e+00
3.180450811130535627e+00,3.451179224394025358e-01
3.994889576018620048e+00,-6.662849029060655681e-01
5.667041770176479254e+00,6.613970930944374160e+00
5.346066829770300011e+00,-3.414751913265766103e-01
-3.006859604150891596e-01,4.809639913210308926e+00
7.490679252208277461e+00,4.526761353571211899e+00
-7.543568581854021016e-01,5.283934363283518287e+00
5.840798450184413682e+00,5.546612836034592320e+00
5.981327842413460161e+00,5.189694007648783192e+00
1.283810710409488021e+00,4.721684770642957218e+00
3.778780905148733549e+00,-7.278513382425099154e-01
7.689272084940027563e-01,2.844621644728358767e+00
1.910790077165466672e+00,4.281448804143971998e+00
4.227223694933512910e+00,-2.722894060975860064e-01
4.102722640900576145e+00,3.439077577673849695e-01
7.813395094237444383e+00,7.405714232792591112e+00
4.438393083750024282e+00,1.482107845144882363e+00
2.676978290869909127e-01,4.174482575377244764e+00
-7.478639533381739035e-01,5.636376533428590463e+00
2.445162273313850141e-03,6.114278622450177281e+00
-1.725497314371384205e-01,3.813653130654459655e+00
6.521817293689871953e+00,5.477362985568638543e+00
4.434599310233029446e-01,4.281213612121094414e+00
8.013691058793348532e+00,5.603121087391155442e+00
4.553780473462114564e+00,1.160777567329849047e+00
1.057356594451318799e+00,4.259214206169679606e+00
4.470438509069123434e+00,-7.993667658980022628e-01
-1.984758128282978484e-01,4.081757019203951842e+00
4.231608411725273022e+00,1.788626177280096652e+00
5.227428129650216526e+00,7.045088958080965025e-01
6.429766808153623003e+00,6.244649623310380981e+00
6.049575049706355401e+00,6.255892929324454954e+00
3.278113718405731847e-01,4.254068521255606861e+00
3.864542231160598362e+00,4.815217427084447777e-01
-3.943434789201393786e-01,4.064463503196980021e+00
6.671418874930353127e+00,5.222601842188347554e+00
5.834771467605648354e+00,6.001343862704555221e+00
-1.777882454403297841e+00,3.504750470411147401e+00
7.620299872269143293e+00,6.881900269540631498e+00
8.190755647077394008e-02,2.743107453383680117e+00
3.788209526805577654e-01,4.284203135330998613e+00
-1.019442025042043509e+00,4.199882632024443119e+00
-1.257012154084856892e+00,4.914316149308562309e+00
1.938554867769142626e-02,3.850484054544260903e+00
5.485352630998534984e+00,7.484305600143217774e+00
5.803743767295244993e+00,5.047863475072649209e+00
-9.079081271757823979e-01,3.366729322367325139e+00
4.782445423179553678e+00,5.293736772815178959e+00
7.080000201035133722e-01,6.359688721712556614e+00
-4.449530702126906490e-01,3.495621121704315826e+00
5.985681967063084308e+00,6.870267268790956727e+00
6.615364350284633765e-01,4.448949848060960832e+00
6.995620805970273359e+00,5.043190171992968374e+00
3.281396202562374964e-01,3.941255737409673721e+00
-1.036300486091554118e+00,3.805472311972813770e+00
6.048635319321631343e+00,6.817768292505469674e+00
5.574698993694386040e+00,3.811458425010175510e+00
4.024719675477693492e+00,8.743744565314137684e-01
3.920754194875970100e+00,5.547910575106429931e+00
1.313838950911427883e+00,3.373554230582206603e+00
6.560742213372538600e+00,6.752296719365455502e+00
5.757103711639792287e+00,5.971163523615283353e+00
7.011964787679549005e+00,5.824676908132277120e+00
7.084284092423209778e+00,5.840689871098671659e+00
-1.316413078672771519e-01,4.913512240617428084e+00
4.102642008693268671e+00,-1.049983806116297769e-01
-2.406752804895676001e-01,2.849360121957030145e+00
-8.608808521679181536e-02,4.613731918373418672e+00
-8.462833058178421686e-01,2.721389847590196975e+00
2.685004512579509672e-01,3.559498659227239514e+00
2.037370739779509887e-01,3.171668767739455497e+00
3.487782026443952965e+00,1.778533122796838450e-01
4.240329398838482255e+00,2.717238720685315911e+00
7.193583268647094187e+00,6.833774909660727204e+00
-2.238531902393075534e-01,6.660924405111737556e+00
3.695207181705138511e-01,4.184707069806407276e+00
-4.462396509397461575e-01,4.612819822878609699e+00
5.338711877243799364e+00,-8.504236462188634604e-01
2.047328385119916661e+00,1.329086197801418345e+00
6.893800969114737498e+00,5.803286784914308605e+00
5.780552997745422417e+00,5.279309130948655060e+00
-6.470372412970795128e-01,5.091881357663364582e+00
5.739745314891353978e+00,5.351556657679847007e+00
